"sessid","drug","volume","concentration","infusion","infusion_bino","region","dosage","infusion_side","fof_ppc","trialid","lottery_mag","lottery_prob","sb_mag","fixation_time","lottery_poke","surebet_poke","subj_choice","RT_choice","RT_fixation","reward_received","lottery_outcome","trial_in_block","block_number","trial_number","block_length","ex_fixation","ex_choice","ITI","ex_ITI","viol","reward","trialnum","RT","subjid","trialtime","individual","species_name","species","forced","forced_surebet","forced_lottery","is_side_choice","total_rew_multi","delta_ev","prev_reward","choice","prev_choice","prev_outcome_s","prev_outcome","log_RT","lottery_side","pro_right_delta_ev","choose_right"
163745,"muscimol",0.3,1,"infusion",1,"Left PPC",0.3,"L",NA,20485309,0,0.55,3,1,"BotR","BotL","surebet",0.723717,0.207995,24,"win",17,2,65,48,0,0,3.84292,0,0,24,65,0.723717,2152,"2020-08-13 14:30:26.4299",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,-24,24,0,0,"surebet",0,0.169448591612094,"BotR",-24,0
163745,"muscimol",0.3,1,"infusion",1,"Left PPC",0.3,"L",NA,20485325,8,0.55,3,1,"BotR","BotL","surebet",0.793722,0.198844,24,"win",18,2,66,48,0,2,3.70715,0,0,24,66,0.793722,2152,"2020-08-13 14:30:39.5262",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,11.2,24,0,0,"surebet",0,0.261781433613486,"BotR",11.2,0
163745,"muscimol",0.3,1,"infusion",1,"Left PPC",0.3,"L",NA,20485339,2,0.55,3,1,"BotR","BotL","surebet",0.491423,0.188255,24,"win",19,2,67,48,0,1,5.77867,0,0,24,67,0.491423,2152,"2020-08-13 14:30:53.3114",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,-15.2,24,0,0,"surebet",0,-0.217646576342104,"BotR",-15.2,0
163745,"muscimol",0.3,1,"infusion",1,"Left PPC",0.3,"L",NA,20485357,8,0.55,3,1,"BotR","BotL","lottery",0.45347,0.611201,0,"lose",21,2,69,48,0,0,3.20924,0,0,0,69,0.45347,2152,"2020-08-13 14:31:13.5525",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,11.2,24,1,0,"surebet",0,-0.29802272516357,"BotR",11.2,1
163745,"muscimol",0.3,1,"infusion",1,"Left PPC",0.3,"L",NA,20485371,32,0.55,3,1,"BotR","BotL","lottery",0.336483,0.761239,256,"win",22,2,70,48,0,1,7.71924,0,0,256,70,0.336483,2152,"2020-08-13 14:31:29.9234",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,116.8,0,1,1,"lottery_lose",-1,-0.5964042126315,"BotR",116.8,1
163745,"muscimol",0.3,1,"infusion",1,"Left PPC",0.3,"L",NA,20485397,0,0.55,3,1,"BotR","BotL","surebet",0.47168,0.459054,24,"lose",24,2,72,48,0,1,4.47901,0,0,24,72,0.47168,2152,"2020-08-13 14:31:58.8837",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,-24,64,0,1,"lottery_win",1,-0.258651050819749,"BotR",-24,0
163745,"muscimol",0.3,1,"infusion",1,"Left PPC",0.3,"L",NA,20485407,16,0.55,3,1,"BotR","BotL","lottery",0.343377,0.706555,128,"win",25,2,73,48,0,1,3.99211,0,0,128,73,0.343377,2152,"2020-08-13 14:32:10.3864",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,46.4,24,1,0,"surebet",0,-0.576122871446333,"BotR",46.4,1
163745,"muscimol",0.3,1,"infusion",1,"Left PPC",0.3,"L",NA,20485413,32,0.55,3,1,"BotR","BotL","lottery",0.279194,0.398963,0,"lose",26,2,74,48,0,0,6.32048,0,0,0,74,0.279194,2152,"2020-08-13 14:32:23.5968",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,116.8,128,1,1,"lottery_win",1,-0.783044959694708,"BotR",116.8,1
163745,"muscimol",0.3,1,"infusion",1,"Left PPC",0.3,"L",NA,20485509,16,0.55,3,1,"BotR","BotL","lottery",0.439003,170.842,128,"win",27,2,75,48,0,0,3.23276,0,0,128,75,0.439003,2152,"2020-08-13 14:35:25.2332",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,46.4,0,1,1,"lottery_lose",-1,-0.33044559361586,"BotR",46.4,1
163745,"muscimol",0.3,1,"infusion",1,"Left PPC",0.3,"L",NA,20485523,8,0.55,3,1,"BotR","BotL","lottery",0.616932,1.09424,64,"win",29,2,77,48,0,1,5.04247,0,0,64,77,0.616932,2152,"2020-08-13 14:35:55.3343",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,11.2,24,1,0,"surebet",0,0.00980696675415609,"BotR",11.2,1
163745,"muscimol",0.3,1,"infusion",1,"Left PPC",0.3,"L",NA,20485531,16,0.55,3,1,"BotR","BotL","lottery",0.335969,0.709637,0,"lose",30,2,78,48,0,0,6.69896,0,0,0,78,0.335969,2152,"2020-08-13 14:36:09.3100",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,46.4,64,1,1,"lottery_win",1,-0.597932946578615,"BotR",46.4,1
163745,"muscimol",0.3,1,"infusion",1,"Left PPC",0.3,"L",NA,20485537,2,0.55,3,1,"BotR","BotL","surebet",0.699034,0.193039,24,"win",31,2,79,48,0,2,3.12124,0,0,24,79,0.699034,2152,"2020-08-13 14:36:17.9682",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,-15.2,0,0,1,"lottery_lose",-1,0.134747541585807,"BotR",-15.2,0
163745,"muscimol",0.3,1,"infusion",1,"Left PPC",0.3,"L",NA,20485547,16,0.55,3,1,"BotR","BotL","lottery",0.340939,0.196617,0,"lose",32,2,80,48,0,1,5.94987,0,0,0,80,0.340939,2152,"2020-08-13 14:36:30.7563",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,46.4,24,1,0,"surebet",0,-0.583248264729591,"BotR",46.4,1
163745,"muscimol",0.3,1,"infusion",1,"Left PPC",0.3,"L",NA,20485563,4,0.55,3,1,"BotR","BotL","lottery",1.73513,1.72163,32,"win",33,2,81,48,0,2,6.45895,0,0,32,81,1.73513,2152,"2020-08-13 14:36:48.6369",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,-6.4,0,1,1,"lottery_lose",-1,1.04388577714722,"BotR",-6.4,1
163745,"muscimol",0.3,1,"infusion",1,"Left PPC",0.3,"L",NA,20485575,0,0.55,3,1,"BotR","BotL","surebet",0.42263,0.471411,24,"win",34,2,82,48,0,0,7.83031,0,0,24,82,0.42263,2152,"2020-08-13 14:37:04.5723",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,-24,32,0,1,"lottery_win",1,-0.368454748603315,"BotR",-24,0
163745,"muscimol",0.3,1,"infusion",1,"Left PPC",0.3,"L",NA,20485579,32,0.55,3,1,"BotR","BotL","lottery",0.264089,0.675719,256,"win",35,2,83,48,0,0,5.54439,0,0,256,83,0.264089,2152,"2020-08-13 14:37:19.2541",1,"rat",2,FALSE,FALSE,FALSE,FALSE,8,116.8,24,1,0,"surebet",0,-0.838665672834816,"BotR",116.8,1
