"trialid","lottery_mag","lottery_prob","sb_mag","fixation_time","lottery_poke","surebet_poke","subj_choice","RT_choice","RT_fixation","reward_received","lottery_outcome","trial_in_block","block_number","trial_number","block_length","ex_fixation","ex_choice","ITI","ex_ITI","viol","reward","trialnum","RT","sessid","subjid","trialtime","isopto","start_time","duration","trialtype","region","notes"
30223713,32,0.7,3.5,1,"BotL","BotR","lottery",0.246993,14.0029,384,"win",33,3,129,48,0,1,4.50335,0,0,384,129,0.246993,235629,2228,"2021-07-19 06:12:01.4996",0,NA,NA,NA,"bilateral FOF",NA
30223737,4,0.7,3.5,1,"BotL","BotR","surebet",1.33358,0.456921,42,"win",34,3,130,48,0,1,4.98921,0,0,42,130,1.33358,235629,2228,"2021-07-19 06:12:13.8459",0,NA,NA,NA,"bilateral FOF",NA
30223755,16,0.7,3.5,1,"BotL","BotR","lottery",0.27003,0.862041,0,"lose",35,3,131,48,0,1,4.262,0,0,0,131,0.27003,235629,2228,"2021-07-19 06:12:26.7594",0,NA,NA,NA,"bilateral FOF",NA
30223773,16,0.7,3.5,1,NA,"BotR","surebet",1.28809,0.392886,42,"win",36,3,132,48,0,3,6.07348,0,0,42,132,1.28809,235629,2228,"2021-07-19 06:12:40.6172",0,NA,NA,NA,"bilateral FOF",NA
30223809,8,0.7,3.5,1,"BotL","BotR","lottery",0.229481,15.7804,96,"win",37,3,133,48,0,1,6.25973,0,0,96,133,0.229481,235629,2228,"2021-07-19 06:13:09.1099",1,8.25983,3,"all","bilateral FOF",NA
30223823,8,0.7,3.5,1,NA,"BotR","surebet",1.16169,0.293446,42,"win",38,3,134,48,0,4,4.8373,0,0,42,134,1.16169,235629,2228,"2021-07-19 06:13:21.1199",0,NA,NA,NA,"bilateral FOF",NA
30223851,16,0.7,3.5,1,"BotL","BotR","lottery",0.265645,9.1339,192,"win",39,3,135,48,1,1,4.17444,0,0,192,135,0.265645,235629,2228,"2021-07-19 06:13:41.0171",0,NA,NA,NA,"bilateral FOF",NA
30223865,16,0.7,3.5,1,"BotL","BotR","lottery",0.287886,0.837809,0,"lose",40,3,136,48,0,1,4.38126,0,0,0,136,0.287886,235629,2228,"2021-07-19 06:13:54.0641",0,NA,NA,NA,"bilateral FOF",NA
30223889,32,0.7,3.5,1,"BotL","BotR","lottery",0.270112,0.364572,384,"win",41,3,137,48,0,1,7.32579,0,0,384,137,0.270112,235629,2228,"2021-07-19 06:14:08.4407",0,NA,NA,NA,"bilateral FOF",NA
30223921,2,0.7,3.5,1,"BotL",NA,"lottery",0.242392,0.304159,24,"win",42,3,138,48,0,1,7.70837,1,0,24,138,0.242392,235629,2228,"2021-07-19 06:14:32.3173",1,15.2645,3,"all","bilateral FOF",NA
30223943,8,0.7,3.5,1,"BotL","BotR","lottery",0.25146,0.439052,96,"win",43,3,139,48,0,1,6.56078,0,0,96,139,0.25146,235629,2228,"2021-07-19 06:14:45.5605",0,NA,NA,NA,"bilateral FOF",NA
30223961,32,0.7,3.5,1,"BotL","BotR","lottery",0.479587,0.439978,384,"win",44,3,140,48,0,1,5.7869,0,0,384,140,0.479587,235629,2228,"2021-07-19 06:15:00.4960",0,NA,NA,NA,"bilateral FOF",NA
30223975,4,0.7,3.5,1,"BotL","BotR","surebet",0.561558,0.660571,42,"win",45,3,141,48,0,0,6.04676,0,0,42,141,0.561558,235629,2228,"2021-07-19 06:15:13.0260",0,NA,NA,NA,"bilateral FOF",NA
30224001,32,0.7,3.5,1,NA,"BotR","surebet",0.927733,6.15227,42,"win",46,3,142,48,0,2,7.11595,0,0,42,142,0.927733,235629,2228,"2021-07-19 06:15:35.7939",1,9.11603,3,"all","bilateral FOF",NA
30224025,2,0.7,3.5,1,"BotL","BotR","surebet",0.38195,0.906415,42,"win",47,3,143,48,0,1,4.08868,0,0,42,143,0.38195,235629,2228,"2021-07-19 06:15:46.3125",0,NA,NA,NA,"bilateral FOF",NA
30224043,0.5,0.7,3.5,1,"BotL",NA,"lottery",0.478816,0.39827,6,"win",48,3,144,48,0,1,6.64107,0,0,6,144,0.478816,235629,2228,"2021-07-19 06:15:59.9190",0,NA,NA,NA,"bilateral FOF",NA
30224057,0.5,0.7,3.5,1,"BotL","BotR","surebet",0.388032,0.387618,42,"lose",1,4,145,48,0,0,7.48931,0,0,42,145,0.388032,235629,2228,"2021-07-19 06:16:14.0226",0,NA,NA,NA,"bilateral FOF",NA
30224079,8,0.7,3.5,1,"BotL","BotR","lottery",0.251229,0.389792,0,"lose",2,4,146,48,0,1,5.23325,0,0,0,146,0.251229,235629,2228,"2021-07-19 06:16:26.9692",0,NA,NA,NA,"bilateral FOF",NA
30224101,8,0.7,3.5,1,"BotL","BotR","surebet",0.536301,0.392315,42,"win",3,4,147,48,0,2,6.25927,0,0,42,147,0.536301,235629,2228,"2021-07-19 06:16:42.5232",1,8.25935,3,"all","bilateral FOF",NA
30224127,16,0.7,3.5,1,"BotL","BotR","lottery",0.233293,0.743413,192,"win",4,4,148,48,0,1,7.30737,0,0,192,148,0.233293,235629,2228,"2021-07-19 06:16:57.1032",0,NA,NA,NA,"bilateral FOF",NA
30224151,8,0.7,3.5,1,"BotL","BotR","lottery",0.233553,0.69603,96,"win",5,4,149,48,0,1,4.45284,1,0,96,149,0.233553,235629,2228,"2021-07-19 06:17:11.5257",0,NA,NA,NA,"bilateral FOF",NA
30224175,2,0.7,3.5,1,"BotL","BotR","surebet",0.301183,1.57941,42,"win",6,4,150,48,0,1,6.65183,0,0,42,150,0.301183,235629,2228,"2021-07-19 06:17:26.2984",0,NA,NA,NA,"bilateral FOF",NA
30224189,4,0.7,3.5,1,"BotL","BotR","lottery",0.2554,0.658611,48,"win",7,4,151,48,0,1,6.4068,0,0,48,151,0.2554,235629,2228,"2021-07-19 06:17:39.3822",0,NA,NA,NA,"bilateral FOF",NA
30224209,4,0.7,3.5,1,"BotL","BotR","lottery",0.24829,0.495331,48,"win",8,4,152,48,0,1,6.32827,0,0,48,152,0.24829,235629,2228,"2021-07-19 06:17:53.0346",0,NA,NA,NA,"bilateral FOF",NA
30224235,2,0.7,3.5,1,"BotL","BotR","surebet",0.662679,0.240599,42,"win",9,4,153,48,0,2,7.50441,0,0,42,153,0.662679,235629,2228,"2021-07-19 06:18:06.8674",0,NA,NA,NA,"bilateral FOF",NA
30224263,4,0.7,3.5,1,"BotL","BotR","lottery",0.251599,14.8678,48,"win",10,4,154,48,0,1,5.45794,0,0,48,154,0.251599,235629,2228,"2021-07-19 06:18:33.7634",0,NA,NA,NA,"bilateral FOF",NA
30224309,16,0.7,3.5,1,NA,"BotR","surebet",1.11,9.51724,42,"win",11,4,155,48,0,2,7.9106,0,0,42,155,1.11,235629,2228,"2021-07-19 06:19:00.8769",1,9.91068,3,"all","bilateral FOF",NA
30224329,0.5,0.7,3.5,1,"BotL",NA,"lottery",3.38473,0.440392,6,"win",12,4,156,48,0,7,4.70959,0,0,6,156,3.38473,235629,2228,"2021-07-19 06:19:15.3925",1,6.70968,3,"all","bilateral FOF",NA
30224367,16,0.7,3.5,1,"BotL","BotR","lottery",0.249629,4.31712,192,"win",13,4,157,48,0,1,4.0979,1,0,192,157,0.249629,235629,2228,"2021-07-19 06:19:33.4244",0,NA,NA,NA,"bilateral FOF",NA
30224391,2,0.7,3.5,1,"BotL","BotR","surebet",1.01092,3.61321,42,"win",14,4,158,48,0,1,5.63431,0,0,42,158,1.01092,235629,2228,"2021-07-19 06:19:49.5362",0,NA,NA,NA,"bilateral FOF",NA
30224407,32,0.7,3.5,1,"BotL","BotR","lottery",0.252666,0.783911,384,"win",15,4,159,48,0,1,7.63528,0,0,384,159,0.252666,235629,2228,"2021-07-19 06:20:05.2478",1,9.6354,3,"all","bilateral FOF",NA
30224429,8,0.7,3.5,1,"BotL","BotR","lottery",0.250803,0.844869,0,"lose",16,4,160,48,0,1,6.38123,0,0,0,160,0.250803,235629,2228,"2021-07-19 06:20:19.7790",0,NA,NA,NA,"bilateral FOF",NA
30224451,0.5,0.7,3.5,1,"BotL","BotR","surebet",0.381506,0.341523,42,"win",17,4,161,48,0,1,6.30744,0,0,42,161,0.381506,235629,2228,"2021-07-19 06:20:32.0920",0,NA,NA,NA,"bilateral FOF",NA
30224473,8,0.7,3.5,1,"BotL",NA,"lottery",0.260782,2.20622,96,"win",18,4,162,48,0,1,6.12148,0,0,96,162,0.260782,235629,2228,"2021-07-19 06:20:47.1770",0,NA,NA,NA,"bilateral FOF",NA
30224491,16,0.7,3.5,1,"BotL","BotR","lottery",0.297909,3.03916,192,"win",19,4,163,48,0,1,6.42748,0,0,192,163,0.297909,235629,2228,"2021-07-19 06:21:03.3991",0,NA,NA,NA,"bilateral FOF",NA
30224515,4,0.7,3.5,1,"BotL","BotR","surebet",0.369587,6.34582,42,"win",20,4,164,48,0,2,4.95168,0,0,42,164,0.369587,235629,2228,"2021-07-19 06:21:20.5820",0,NA,NA,NA,"bilateral FOF",NA
30224537,0.5,0.7,3.5,1,"BotL","BotR","surebet",0.381189,0.670807,42,"win",21,4,165,48,0,1,6.66242,0,0,42,165,0.381189,235629,2228,"2021-07-19 06:21:34.4650",0,NA,NA,NA,"bilateral FOF",NA
30224561,8,0.7,3.5,1,"BotL","BotR","lottery",0.282527,2.677,0,"lose",22,4,166,48,0,1,7.44685,0,0,0,166,0.282527,235629,2228,"2021-07-19 06:21:52.4686",0,NA,NA,NA,"bilateral FOF",NA
30224579,2,0.7,3.5,1,NA,"BotR","surebet",1.16171,1.93693,42,"win",23,4,167,48,0,2,4.40381,0,0,42,167,1.16171,235629,2228,"2021-07-19 06:22:05.5470",1,6.40392,3,"all","bilateral FOF",NA
30224599,32,0.7,3.5,1,"BotL","BotR","lottery",0.626623,0.460652,384,"win",24,4,168,48,0,2,5.62356,0,0,384,168,0.626623,235629,2228,"2021-07-19 06:22:22.3751",1,7.62363,3,"all","bilateral FOF",NA
30224613,16,0.7,3.5,1,"BotL","BotR","lottery",0.289025,0.812082,192,"win",25,4,169,48,0,1,6.30147,0,0,192,169,0.289025,235629,2228,"2021-07-19 06:22:36.2547",0,NA,NA,NA,"bilateral FOF",NA
30224757,16,0.7,3.5,1,"BotL","BotR","lottery",0.274844,139.393,0,"lose",26,4,170,48,0,1,4.95508,0,0,0,170,0.274844,235629,2228,"2021-07-19 06:25:09.2661",1,6.95513,3,"all","bilateral FOF",NA
30224879,32,0.7,3.5,1,"BotL","BotR","lottery",0.271685,2.66922,384,"win",27,4,171,48,0,1,6.55051,30,0,384,171,0.271685,235629,2228,"2021-07-19 06:26:50.3549",0,NA,NA,NA,"bilateral FOF",NA
30224897,4,0.7,3.5,1,"BotL","BotR","lottery",0.259973,0.502553,48,"win",28,4,172,48,0,1,4.35646,0,0,48,172,0.259973,235629,2228,"2021-07-19 06:27:01.8274",0,NA,NA,NA,"bilateral FOF",NA
30224917,2,0.7,3.5,1,"BotL",NA,"lottery",0.286927,0.901838,24,"win",29,4,173,48,0,1,7.80685,0,0,24,173,0.286927,235629,2228,"2021-07-19 06:27:18.2184",1,9.80694,3,"all","bilateral FOF",NA
30224931,2,0.7,3.5,1,"BotL","BotR","surebet",0.407406,0.406267,42,"win",30,4,174,48,0,1,7.08359,0,0,42,174,0.407406,235629,2228,"2021-07-19 06:27:31.4049",0,NA,NA,NA,"bilateral FOF",NA
30224943,0.5,0.7,3.5,1,NA,"BotR","surebet",0.288772,0.823561,42,"win",31,4,175,48,0,1,4.36531,0,0,42,175,0.288772,235629,2228,"2021-07-19 06:27:42.5228",0,NA,NA,NA,"bilateral FOF",NA
30224975,8,0.7,3.5,1,"BotL","BotR","lottery",0.269951,11.3333,96,"win",32,4,176,48,0,1,7.50827,1,0,96,176,0.269951,235629,2228,"2021-07-19 06:28:07.5604",0,NA,NA,NA,"bilateral FOF",NA
30224993,0.5,0.7,3.5,1,"BotL","BotR","surebet",0.324966,0.472479,42,"win",33,4,177,48,0,1,4.71117,0,0,42,177,0.324966,235629,2228,"2021-07-19 06:28:20.0286",0,NA,NA,NA,"bilateral FOF",NA
30225019,32,0.7,3.5,1,"BotL","BotR","lottery",0.247626,8.91333,384,"win",34,4,178,48,0,1,6.01586,0,0,384,178,0.247626,235629,2228,"2021-07-19 06:28:45.0420",1,8.01596,3,"all","bilateral FOF",NA
30225029,32,0.7,3.5,1,"BotL","BotR","lottery",0.418857,1.31584,0,"lose",35,4,179,48,0,1,5.08398,0,0,0,179,0.418857,235629,2228,"2021-07-19 06:28:58.9499",0,NA,NA,NA,"bilateral FOF",NA
30225345,0.5,0.7,3.5,1,"BotL","BotR","violation",NA,300,0,"win",36,4,180,48,0,NA,6.81203,0,1,0,180,NA,235629,2228,"2021-07-19 06:34:09.8158",0,NA,NA,NA,"bilateral FOF",NA
30225511,0.5,0.7,3.5,1,"BotL","BotR","surebet",1.12525,226.077,42,"win",36,4,181,48,0,2,6.38065,0,0,42,181,1.12525,235629,2228,"2021-07-19 06:38:09.4042",0,NA,NA,NA,"bilateral FOF",NA
30225531,0.5,0.7,3.5,1,"BotL","BotR","surebet",0.423513,6.92022,42,"lose",37,4,182,48,0,1,6.66831,0,0,42,182,0.423513,235629,2228,"2021-07-19 06:38:29.3753",1,8.66843,3,"all","bilateral FOF",NA
30225553,32,0.7,3.5,1,"BotL",NA,"lottery",0.280119,4.23815,0,"lose",38,4,183,48,0,1,5.48508,0,0,0,183,0.280119,235629,2228,"2021-07-19 06:38:47.4673",0,NA,NA,NA,"bilateral FOF",NA
30225571,4,0.7,3.5,1,NA,"BotR","surebet",2.11256,1.82436,42,"win",39,4,184,48,0,5,4.58765,0,0,42,184,2.11256,235629,2228,"2021-07-19 06:39:01.7595",0,NA,NA,NA,"bilateral FOF",NA
30225595,32,0.7,3.5,1,"BotL","BotR","lottery",0.446251,0.412986,384,"win",40,4,185,48,0,2,6.89991,0,0,384,185,0.446251,235629,2228,"2021-07-19 06:39:17.0709",0,NA,NA,NA,"bilateral FOF",NA
30225615,4,0.7,3.5,1,"BotL","BotR","lottery",0.275361,0.184261,48,"win",41,4,186,48,0,1,5.4707,0,0,48,186,0.275361,235629,2228,"2021-07-19 06:39:29.3444",0,NA,NA,NA,"bilateral FOF",NA
30225641,2,0.7,3.5,1,"BotL","BotR","surebet",0.412471,0.661,42,"lose",42,4,187,48,0,1,6.80166,0,0,42,187,0.412471,235629,2228,"2021-07-19 06:39:43.7725",1,8.80174,3,"all","bilateral FOF",NA
30225655,16,0.7,3.5,1,"BotL","BotR","lottery",0.257554,0.534919,0,"lose",43,4,188,48,0,1,4.82692,0,0,0,188,0.257554,235629,2228,"2021-07-19 06:39:56.6513",0,NA,NA,NA,"bilateral FOF",NA
30225673,32,0.7,3.5,1,NA,"BotR","surebet",1.67936,0.530374,42,"win",44,4,189,48,0,4,6.72718,0,0,42,189,1.67936,235629,2228,"2021-07-19 06:40:10.9102",0,NA,NA,NA,"bilateral FOF",NA
30225695,2,0.7,3.5,1,"BotL","BotR","surebet",1.32082,0.624825,42,"win",45,4,190,48,0,2,7.00777,0,0,42,190,1.32082,235629,2228,"2021-07-19 06:40:25.5168",0,NA,NA,NA,"bilateral FOF",NA
30225717,8,0.7,3.5,1,NA,"BotR","surebet",1.65418,1.59058,42,"win",46,4,191,48,1,2,4.25811,0,0,42,191,1.65418,235629,2228,"2021-07-19 06:40:38.7514",1,6.25821,3,"all","bilateral FOF",NA
30225729,4,0.7,3.5,1,"BotL",NA,"lottery",1.76752,0.459315,48,"win",47,4,192,48,0,3,4.38647,0,0,48,192,1.76752,235629,2228,"2021-07-19 06:40:51.2675",1,6.3866,3,"all","bilateral FOF",NA
30225757,16,0.7,3.5,1,"BotL",NA,"lottery",0.234325,0.726435,0,"lose",48,4,193,48,0,1,7.16729,0,0,0,193,0.234325,235629,2228,"2021-07-19 06:41:06.5969",1,9.16737,3,"all","bilateral FOF",NA
30225769,8,0.7,3.5,1,"BotL","BotR","lottery",0.341166,0.34117,96,"win",1,5,194,48,0,1,5.88187,0,0,96,194,0.341166,235629,2228,"2021-07-19 06:41:19.3569",0,NA,NA,NA,"bilateral FOF",NA
30225791,8,0.7,3.5,1,"BotL","BotR","lottery",0.258207,0.414317,0,"lose",2,5,195,48,0,1,6.5831,1,0,0,195,0.258207,235629,2228,"2021-07-19 06:41:36.8290",0,NA,NA,NA,"bilateral FOF",NA
30225809,32,0.7,3.5,1,NA,"BotR","surebet",0.925065,0.283567,42,"win",3,5,196,48,0,2,5.09699,0,0,42,196,0.925065,235629,2228,"2021-07-19 06:41:52.1423",1,7.09708,3,"all","bilateral FOF",NA
30225831,16,0.7,3.5,1,NA,"BotR","surebet",1.62568,0.476138,42,"win",4,5,197,48,0,2,7.14165,0,0,42,197,1.62568,235629,2228,"2021-07-19 06:42:07.0004",0,NA,NA,NA,"bilateral FOF",NA
30225845,32,0.7,3.5,1,"BotL","BotR","lottery",0.270919,0.474794,384,"win",5,5,198,48,0,1,4.08961,0,0,384,198,0.270919,235629,2228,"2021-07-19 06:42:18.2704",0,NA,NA,NA,"bilateral FOF",NA
30225859,2,0.7,3.5,1,"BotL","BotR","surebet",0.368819,0.404653,42,"win",6,5,199,48,0,0,4.52291,0,0,42,199,0.368819,235629,2228,"2021-07-19 06:42:30.0047",0,NA,NA,NA,"bilateral FOF",NA
30225909,8,0.7,3.5,1,"BotL","BotR","lottery",0.511086,28.7803,96,"win",7,5,200,48,0,2,4.17849,0,0,96,200,0.511086,235629,2228,"2021-07-19 06:43:09.3757",1,6.17857,3,"all","bilateral FOF",NA
30225943,16,0.7,3.5,1,"BotL",NA,"lottery",0.481987,11.4003,0,"lose",8,5,201,48,0,1,6.85688,1,0,0,201,0.481987,235629,2228,"2021-07-19 06:43:39.3066",1,9.8694,3,"all","bilateral FOF",NA
30225977,0.5,0.7,3.5,1,"BotL","BotR","surebet",0.306117,15.3815,42,"win",9,5,202,48,0,0,7.81668,0,0,42,202,0.306117,235629,2228,"2021-07-19 06:44:09.2046",0,NA,NA,NA,"bilateral FOF",NA
30226021,4,0.7,3.5,1,"BotL",NA,"lottery",1.09371,14.306,48,"win",10,5,203,48,0,3,6.61157,0,0,48,203,1.09371,235629,2228,"2021-07-19 06:44:39.8653",1,8.61166,3,"all","bilateral FOF",NA
30226035,0.5,0.7,3.5,1,"BotL","BotR","surebet",0.293725,0.393169,42,"lose",11,5,204,48,0,1,7.51101,1,0,42,204,0.293725,235629,2228,"2021-07-19 06:44:54.0760",0,NA,NA,NA,"bilateral FOF",NA
30226063,32,0.7,3.5,1,"BotL","BotR","lottery",0.355309,7.48454,384,"win",12,5,205,48,0,1,7.69977,0,0,384,205,0.355309,235629,2228,"2021-07-19 06:45:16.3792",0,NA,NA,NA,"bilateral FOF",NA
30226083,4,0.7,3.5,1,"BotL","BotR","surebet",0.32772,0.806473,42,"win",13,5,206,48,0,1,7.63595,0,0,42,206,0.32772,235629,2228,"2021-07-19 06:45:31.3473",0,NA,NA,NA,"bilateral FOF",NA
30226095,4,0.7,3.5,1,"BotL","BotR","surebet",0.298006,0.723081,42,"lose",14,5,207,48,0,0,4.30177,0,0,42,207,0.298006,235629,2228,"2021-07-19 06:45:42.8810",0,NA,NA,NA,"bilateral FOF",NA
30226119,32,0.7,3.5,1,"BotL","BotR","lottery",0.254253,0.580186,0,"lose",15,5,208,48,0,1,5.51794,0,0,0,208,0.254253,235629,2228,"2021-07-19 06:45:58.8791",1,7.51801,3,"all","bilateral FOF",NA
30226135,16,0.7,3.5,1,"BotL","BotR","surebet",0.335498,1.31577,42,"win",16,5,209,48,0,1,5.0004,0,0,42,209,0.335498,235629,2228,"2021-07-19 06:46:12.0890",1,7.00046,3,"all","bilateral FOF",NA
30226147,0.5,0.7,3.5,1,"BotL","BotR","surebet",0.280893,0.368354,42,"win",17,5,210,48,0,1,5.11809,0,0,42,210,0.280893,235629,2228,"2021-07-19 06:46:23.8920",1,7.11815,3,"all","bilateral FOF",NA
30226161,2,0.7,3.5,1,"BotL","BotR","surebet",0.096459,0.701568,42,"win",18,5,211,48,0,1,4.97829,0,0,42,211,0.096459,235629,2228,"2021-07-19 06:46:35.3469",0,NA,NA,NA,"bilateral FOF",NA
30226179,2,0.7,3.5,1,"BotL","BotR","surebet",0.309185,0.918374,42,"win",19,5,212,48,0,1,5.20005,0,0,42,212,0.309185,235629,2228,"2021-07-19 06:46:47.4605",0,NA,NA,NA,"bilateral FOF",NA
30226195,8,0.7,3.5,1,"BotL","BotR","lottery",0.269972,0.375434,96,"win",20,5,213,48,0,1,7.04271,0,0,96,213,0.269972,235629,2228,"2021-07-19 06:47:01.4194",0,NA,NA,NA,"bilateral FOF",NA
30226211,2,0.7,3.5,1,"BotL","BotR","surebet",0.509441,1.68242,42,"win",21,5,214,48,0,1,4.7393,0,0,42,214,0.509441,235629,2228,"2021-07-19 06:47:14.7795",0,NA,NA,NA,"bilateral FOF",NA
30226229,16,0.7,3.5,1,"BotL","BotR","lottery",0.261283,2.08723,192,"win",22,5,215,48,0,1,5.03277,0,0,192,215,0.261283,235629,2228,"2021-07-19 06:47:28.7641",0,NA,NA,NA,"bilateral FOF",NA
30226259,4,0.7,3.5,1,"BotL","BotR","lottery",0.260793,7.78859,48,"win",23,5,216,48,0,1,7.82526,0,0,48,216,0.260793,235629,2228,"2021-07-19 06:47:50.7498",0,NA,NA,NA,"bilateral FOF",NA
30226275,2,0.7,3.5,1,"BotL","BotR","lottery",0.398045,0.930283,24,"win",24,5,217,48,0,0,6.99068,0,0,24,217,0.398045,235629,2228,"2021-07-19 06:48:04.7038",0,NA,NA,NA,"bilateral FOF",NA
30226303,4,0.7,3.5,1,"BotL","BotR","lottery",0.275396,5.62529,0,"lose",25,5,218,48,0,1,4.59681,0,0,0,218,0.275396,235629,2228,"2021-07-19 06:48:22.5219",0,NA,NA,NA,"bilateral FOF",NA
30226319,8,0.7,3.5,1,"BotL",NA,"lottery",0.233292,0.456372,0,"lose",26,5,219,48,0,1,4.84506,1,0,0,219,0.233292,235629,2228,"2021-07-19 06:48:35.2946",1,7.00539,3,"all","bilateral FOF",NA
30226341,8,0.7,3.5,1,"BotL","BotR","surebet",0.402179,0.233941,42,"win",27,5,220,48,0,1,4.30715,0,0,42,220,0.402179,235629,2228,"2021-07-19 06:48:48.2597",1,6.30723,3,"all","bilateral FOF",NA
30226361,0.5,0.7,3.5,1,NA,"BotR","surebet",0.218259,0.63933,42,"win",28,5,221,48,0,1,5.81979,0,0,42,221,0.218259,235629,2228,"2021-07-19 06:49:02.1385",1,7.8199,3,"all","bilateral FOF",NA
30226389,2,0.7,3.5,1,NA,"BotR","surebet",0.049844,0.718586,42,"win",29,5,222,48,0,0,5.40126,5,0,42,222,0.049844,235629,2228,"2021-07-19 06:49:17.3968",0,NA,NA,NA,"bilateral FOF",NA
30226407,0.5,0.7,3.5,1,"BotL","BotR","surebet",0.120314,0.682228,42,"win",30,5,223,48,0,2,5.05478,0,0,42,223,0.120314,235629,2228,"2021-07-19 06:49:29.7409",1,7.05482,3,"all","bilateral FOF",NA
30226431,0.5,0.7,3.5,1,"BotL","BotR","surebet",0.379293,2.31241,42,"lose",31,5,224,48,0,1,5.02274,0,0,42,224,0.379293,235629,2228,"2021-07-19 06:49:42.9498",0,NA,NA,NA,"bilateral FOF",NA
30226445,2,0.7,3.5,1,"BotL",NA,"lottery",1.36832,0.562477,24,"win",32,5,225,48,0,4,5.61547,0,0,24,225,1.36832,235629,2228,"2021-07-19 06:49:55.5685",1,7.61548,3,"all","bilateral FOF",NA
30226469,2,0.7,3.5,1,"BotL","BotR","lottery",0.246155,0.47803,24,"win",33,5,226,48,0,1,4.69247,0,0,24,226,0.246155,235629,2228,"2021-07-19 06:50:07.1940",0,NA,NA,NA,"bilateral FOF",NA
30226487,0.5,0.7,3.5,1,"BotL",NA,"lottery",0.487546,0.77395,0,"lose",34,5,227,48,0,2,6.60344,0,0,0,227,0.487546,235629,2228,"2021-07-19 06:50:22.0812",0,NA,NA,NA,"bilateral FOF",NA
30226519,32,0.7,3.5,1,"BotL","BotR","lottery",0.27272,0.394287,384,"win",35,5,228,48,0,1,6.66545,0,0,384,228,0.27272,235629,2228,"2021-07-19 06:50:38.0666",0,NA,NA,NA,"bilateral FOF",NA
30226539,32,0.7,3.5,1,"BotL","BotR","lottery",0.575079,0.453708,384,"win",36,5,229,48,0,2,4.56752,0,0,384,229,0.575079,235629,2228,"2021-07-19 06:50:52.8379",1,6.56765,3,"all","bilateral FOF",NA
30226557,8,0.7,3.5,1,NA,"BotR","surebet",1.51402,2.61189,42,"win",37,5,230,48,0,3,4.95363,1,0,42,230,1.51402,235629,2228,"2021-07-19 06:51:07.5948",1,7.29415,3,"all","bilateral FOF",NA
30226583,16,0.7,3.5,1,"BotL","BotR","lottery",0.787063,0.40753,0,"lose",38,5,231,48,0,1,7.21873,1,0,0,231,0.787063,235629,2228,"2021-07-19 06:51:23.7803",0,NA,NA,NA,"bilateral FOF",NA
30226605,8,0.7,3.5,1,"BotL","BotR","lottery",0.281972,1.10751,96,"win",39,5,232,48,0,1,6.14177,0,0,96,232,0.281972,235629,2228,"2021-07-19 06:51:37.2737",0,NA,NA,NA,"bilateral FOF",NA
30226631,32,0.7,3.5,1,"BotL","BotR","surebet",0.374865,1.95361,42,"lose",40,5,233,48,0,1,4.57816,0,0,42,233,0.374865,235629,2228,"2021-07-19 06:51:53.4547",0,NA,NA,NA,"bilateral FOF",NA
30226661,32,0.7,3.5,1,"BotL",NA,"lottery",0.390159,2.3665,0,"lose",41,5,234,48,0,0,5.35755,0,0,0,234,0.390159,235629,2228,"2021-07-19 06:52:08.7224",0,NA,NA,NA,"bilateral FOF",NA
30226681,4,0.7,3.5,1,"BotL","BotR","lottery",0.273619,1.04535,0,"lose",42,5,235,48,0,1,7.04876,0,0,0,235,0.273619,235629,2228,"2021-07-19 06:52:24.2696",0,NA,NA,NA,"bilateral FOF",NA
30226717,16,0.7,3.5,1,"BotL","BotR","lottery",0.260838,6.21799,192,"win",43,5,236,48,0,1,6.83931,0,0,192,236,0.260838,235629,2228,"2021-07-19 06:52:45.4906",1,8.83941,3,"all","bilateral FOF",NA
30226737,0.5,0.7,3.5,1,"BotL","BotR","surebet",0.276012,0.393792,42,"win",44,5,237,48,0,1,6.56697,0,0,42,237,0.276012,235629,2228,"2021-07-19 06:52:57.8640",0,NA,NA,NA,"bilateral FOF",NA
30226785,16,0.7,3.5,1,"BotL","BotR","lottery",0.276844,0.47067,192,"win",45,5,238,48,0,1,7.76109,8,0,192,238,0.276844,235629,2228,"2021-07-19 06:53:22.3377",1,19.3519,3,"all","bilateral FOF",NA
30226809,4,0.7,3.5,1,"BotL","BotR","lottery",0.334769,1.43889,48,"win",46,5,239,48,0,1,6.23346,0,0,48,239,0.334769,235629,2228,"2021-07-19 06:53:36.5571",0,NA,NA,NA,"bilateral FOF",NA
30226835,16,0.7,3.5,1,"BotL","BotR","lottery",0.318885,1.60301,0,"lose",47,5,240,48,0,1,5.75488,0,0,0,240,0.318885,235629,2228,"2021-07-19 06:53:51.7986",0,NA,NA,NA,"bilateral FOF",NA
30226855,4,0.7,3.5,1,NA,"BotR","surebet",0.342887,0.453574,42,"win",48,5,241,48,0,1,4.43283,1,0,42,241,0.342887,235629,2228,"2021-07-19 06:54:03.0888",0,NA,NA,NA,"bilateral FOF",NA
30226879,32,0.7,3.5,1,"BotL","BotR","lottery",0.512601,0.818239,384,"win",1,6,242,48,0,1,7.92943,0,0,384,242,0.512601,235629,2228,"2021-07-19 06:54:18.8148",1,9.92955,3,"all","bilateral FOF",NA
